platform,item_id,title,description,category,user_id,interaction_type,interaction_value,timestamp
amazon_shopping,B000FKQDAQ,SUGAR FREE LIFESAVERS,I LOVE THE TART FLAVOR OF THIS PRODUCT.  I HAVE PURCHASED IT  MANY TIMES.,unknown,A2369JKT3HZUW2,purchase,5,2022-07-25
amazon_shopping,B001EQ5PVI,TEA,I AM VERY HAPPY WITH THE PRODUCT AND THE PRICE.  I HAVE BEEN USING IMPERIAL GUNPOWDER TEAS FOR 40 YRS. AND I LOVE THE FLAVOR.,unknown,A2369JKT3HZUW2,purchase,5,2023-08-29
amazon_shopping,B001EQ4OBA,Raw wild honey,A good tasting raw wild honey so the nutrients are still active in it.  I will be buying it again.,unknown,A218IB3U6N6B0D,purchase,5,2022-01-06
amazon_shopping,B006NKKR4A,Good stuff,"Use cold rice milk with the Alive and Aware Cacao powder and stevia, wisk it.  Taste good and gives me energy.",unknown,A218IB3U6N6B0D,purchase,5,2019-09-04
amazon_shopping,B001E5E38A,UNCLE LEE'S WHITE TEA,GOOD TASTE AND THE TEA BAGS ARE TWO TO FOUR TIMES FULLER IN AMOUNT THAN OTHER TEAS I'VE USED.  I HAVEN'T TRIED REUSING THE BAGS.<br />MY HUSBAND LIKES STRONGER TEA SO I LET THE BAGS SEEP 6 TO 10 MINUTES FOR HIM.  FOR ME USUALLY 3 MINUTES AND TASTES GREAT.,unknown,A218IB3U6N6B0D,purchase,5,2021-07-20
amazon_shopping,B004EKHN4I,Good stuff,"Use cold rice milk with the Alive and Aware Cacao powder and stevia, wisk it.  Taste good and gives me energy.",unknown,A218IB3U6N6B0D,purchase,5,2023-03-12
amazon_shopping,B001EQ4HXA,great tasting,Carnation is the best instant breakfast.  it not only tastes great but it mixes easily and completely in the milk.,unknown,A1F4Q2GAHMECB6,purchase,5,2022-05-26
amazon_shopping,B001E5E33U,Yummy!,"I love this tea, and this is a great deal buying it in bulk.  This is the only way I buy it anymore, and will as long as the price is good.",unknown,A20173T9HDB759,purchase,5,2023-01-20
amazon_shopping,B003EJG7GA,Beef Sticks,"I buy these for snacks for my husband while he is at work. He LOVES them.  So often the stores are out of them or do not offer them, this is a great way to buy them.  They are always available and at a great price.  I will keep buying these as long as they are just the way they are, flavor, price... everything.",unknown,A20173T9HDB759,purchase,5,2022-11-19
amazon_shopping,B001LN2QU2,ORANGE CHOCOLATE,"I LOVE THESE THINGS!!  IF YOU LIKE ORANGE CHOCOLATE, LIKE THE OLD FASHION ORANGE RINDS INSIDE DARK CHOCOLATE FROM YOU LOCAL CANDY SALOON.... YOU WILL LOVE THESE.  I STICK MINE IN THE FREEZER MAKING THEM KRISPY WHEN EATEN. I LOVE THAT I COULD FIND A WHOLE PACK OF THEM ONLINE FOR A GOOD PRICE.",unknown,A20173T9HDB759,purchase,5,2022-05-09
amazon_shopping,B003D54TEW,Beef sticks,"I buy these for snacks for my husband while he is at work. He LOVES them.  So often the stores are out of them or do not offer them, this is a great way to buy them.  They are always available and at a great price.  I will keep buying these as long as they are just the way they are, flavor, price... everything.",unknown,A20173T9HDB759,purchase,5,2023-05-21
amazon_shopping,B006N08SPA,Yummy!,"I love this tea, and this is a great deal buying it in bulk.  This is the only way I buy it anymore, and will as long as the price is good.",unknown,A20173T9HDB759,purchase,5,2018-01-26
amazon_shopping,B007EWGWUE,YUM,I tried these last night because i love cotton candy. I put it on funfetti mix and made cupcakes. they were delicious! Everyones taste buds are different so give it a try!,unknown,A3FURZNSXFLT3N,purchase,4,2023-08-22
amazon_shopping,B007EHKAP2,DELICIOUS,Okay if you like the flavor of coffee you have to get this. it is not strong but the flavor is dangerous enough to want to eat the entire batch of cupcakes or cake! must try.,unknown,A3FURZNSXFLT3N,purchase,5,2024-05-13
amazon_shopping,B001EO5Q64,Quality product,This product is very good. Not only smells good but you do not have to use very much of it. A good buy.,unknown,A1B7IKDEB7WYU6,purchase,5,2020-10-01
amazon_shopping,B001E5DX4A,Great Stuff,"Alpen is crunchy, tasty, and good for you. I love it with some fresh blueberries and milk.",unknown,A1EN2BXNJ9L3E5,purchase,5,2019-03-16
amazon_shopping,B0010EIIPE,Kinder Bueno,I finally have to buy these items through Amazon of which I always have to request a friend to buy me when she goes to Europe.  Can you have the Kinder Bueno white chocolate available as well please?,unknown,A15RMI2NEMENUD,purchase,5,2020-07-27
amazon_shopping,B000E1FXNY,egg custard,"This is the same great egg custard my mom made every time I was sick. I love it, and certainly don't wait til I'm sick to make some up!",unknown,A34A2SL5D1GA6S,purchase,5,2024-06-13
amazon_shopping,B0002ML9U6,This is a good product if you don't want to dope up your dog.,"Unfortunately i have a Great Dane so the dosage for what is considered a large breed always means I need to give a little more. But I am use to this dilemma as I'm sure any Dane or extra large dog breed owner is. other than that I find this product doesn't seem to make her dopey or drowsy rather just calmer, which is what i was looking for. In addition to increasing excersize this is great for separation anxiety treatment. I will be very happy to use this product regularly.",unknown,A1PUBS850TD2BY,purchase,5,2019-07-11
amazon_shopping,B000PWYJJ6,Who Dosn't Love These Chocoletes?,"Great chocolate, great deal, This purchase makes a great valentines gift. I particularly love Ferrero Rocher for myself, its very hard to give it away to some one lol :-)",unknown,A1PUBS850TD2BY,purchase,5,2020-02-27
amazon_shopping,B002OL2MWM,Best wine,Was not a great believer in this product before we purchased.  I drink a glass of red every day and I can honestly say that this product has improved the taste of my red that I have been drinking for years.<br />Kudos!,unknown,A90UBIY8NFAJO,purchase,5,2019-05-27
amazon_shopping,B001EO5SNU,"Organic, and Perfect for Low Sodium Diet","My husband and I both have very low sodium diets and know how difficult it is to find low sodium products that taste good. This is one. We have had Arrowhead Mills Amaranth Flakes every day for breakfast ever since we discovered the product a couple of years ago. We are vegetarians, and also limit our fats and sugars.<br />What on earth DO they eat, you might ask...well, Amaranth Flakes is one thing : ). We love them, and recommend them as all organic, healthy (zero sodium) and tasty.",unknown,A34I886YQ69QB,purchase,5,2022-04-21
amazon_shopping,B001EQ4HVC,The malt shoppe lives,"I assume those readers who enjoyed malted milks in their formative years would jump at the chance to re-create the taste of the drink (any flavor-- you choose) and the feeling of profound nostalgia when you taste that first sip of an ice cream malted milk shake. This drink had magical properties. Individually, there's milk (low-fat or regular), flavored syrup and, of course, the magic Malted Milk that transforms a glass of milk with favoring into a unique concoction that so permeates your youth,",unknown,A1AYCLUDK6P6X3,purchase,5,2024-07-12
amazon_shopping,B000NFC0MI,My favorite marinade,"I'm not a huge fan of this type of dressing for salad..am more the creamy type.  However, I buy this stuff by the case for marinading.  I grill a lot and everything I grill....this is the marinade of choice.  It's easy and so good - just pop it into a dish with whatever I'm cooking and it always tastes amazing.  It can be a little thick, so sometimes I'll thin it just a touch but the flavor is spot on for any meat.",unknown,A286KLGLEABLIJ,purchase,5,2018-09-16
amazon_shopping,B00153UX9Y,Solved my sensitive cat tummy problem,"I've tried a lot of ""natural"" cat food but still had one or more cats tossing their food fairly regularly (we have 5 cats).  I saw this in Whole Foods on special and gave it a try.  Well, a month later, not a single tosser since the switch and they love the taste.  Have had nothing but great response to the food.  It smells like real food, not revolting pet food, and the canned food, which I give occasionally as a treat, is also well received.  The canned food looks like canned stew for humans, ",unknown,A286KLGLEABLIJ,purchase,5,2021-10-06
amazon_shopping,B00153Y3JU,Solved my sensitive cat tummy problem,"I've tried a lot of ""natural"" cat food but still had one or more cats tossing their food fairly regularly (we have 5 cats).  I saw this in Whole Foods on special and gave it a try.  Well, a month later, not a single tosser since the switch and they love the taste.  Have had nothing but great response to the food.  It smells like real food, not revolting pet food, and the canned food, which I give occasionally as a treat, is also well received.  The canned food looks like canned stew for humans, ",unknown,A286KLGLEABLIJ,purchase,5,2021-02-08
amazon_shopping,B0081XPTBS,Happy with product and price but shipping packaging sucks,"Been using this product for many months and quite happy with it. Amazon subscription price is far lower than I can get anywhere else. But the packaging it arrives in drives me nuts! A nice little compact box that fits the four canisters tightly is nestled inside a great big cardboard box almost twice the size and padded in there with a bunch of plastic air pockets. It's totally, uselessly, unnecessarily wasteful! Why not just ship the little bitty box on its own? Amazon should do better, conside",unknown,A3JG3374T6DGWR,purchase,4,2019-03-21
amazon_shopping,B0032CJPOK,Happy with product and price but shipping packaging sucks,"Been using this product for many months and quite happy with it. Amazon subscription price is far lower than I can get anywhere else. But the packaging it arrives in drives me nuts! A nice little compact box that fits the four canisters tightly is nestled inside a great big cardboard box almost twice the size and padded in there with a bunch of plastic air pockets. It's totally, uselessly, unnecessarily wasteful! Why not just ship the little bitty box on its own? Amazon should do better, conside",unknown,A3JG3374T6DGWR,purchase,4,2021-01-19
amazon_shopping,B0028JSUB2,Best Cookies in the World,These are the best cookies I've ever tasted.  I've loved them for years and can't get them in my town anymore so I was glad to see that Amazon could put me in touch with someone who sold them. The cookies are crisp without being hard and have lots of cinnamon and cloves. If you like those spices you will love these cookies.,unknown,A1ZEUADCHYV8QK,purchase,5,2019-08-04
amazon_shopping,B003D4IYSU,Chocolate-y goodness,This tea is outstanding...a little sweetner and a splash of milk and it is like having a hot chocolate...yummy!  Good price and very fresh product.,unknown,A1UIERPYJ5QFBV,purchase,5,2024-08-17
amazon_shopping,B001684SKS,Amazing ice cream base,"Wonderful product...couldn't be easier to use...don't have to hassle with heating milk and using a ton of egg yolks...great flavor and wonderful starter to add other flavors (extracts, candy, caramel, etc.)  Great seller...enjoyed my buying experience...thanks!",unknown,A1UIERPYJ5QFBV,purchase,5,2020-10-25
amazon_shopping,B003D4F1QS,Chocolate-y goodness,This tea is outstanding...a little sweetner and a splash of milk and it is like having a hot chocolate...yummy!  Good price and very fresh product.,unknown,A1UIERPYJ5QFBV,purchase,5,2021-06-05
amazon_shopping,B003D4MW38,Chocolate-y goodness,This tea is outstanding...a little sweetner and a splash of milk and it is like having a hot chocolate...yummy!  Good price and very fresh product.,unknown,A1UIERPYJ5QFBV,purchase,5,2021-01-06
amazon_shopping,B003D4MYLS,Chocolate-y goodness,This tea is outstanding...a little sweetner and a splash of milk and it is like having a hot chocolate...yummy!  Good price and very fresh product.,unknown,A1UIERPYJ5QFBV,purchase,5,2022-12-25
amazon_shopping,B0016J7LKG,Worked great with our baby with colic,"It is great product, it really helped with the flow and colic issue. certainly recommended to parents who have challenging baby like ours.",unknown,A306V5DUCWPOOR,purchase,5,2022-12-20
amazon_shopping,B000UBD88A,Worth Waking Up For,"Delicious, not real strong but a bit more flavor than Medium Roast.  Go for it, you won't be sorry.",unknown,A3GODK5BVY315Y,purchase,5,2023-02-01
amazon_shopping,B0013A0QXC,Worth Waking Up For,"Delicious, not real strong but a bit more flavor than Medium Roast.  Go for it, you won't be sorry.",unknown,A3GODK5BVY315Y,purchase,5,2021-10-06
amazon_shopping,B0055ICPFK,THE BEST FLAVOR,"This is my top favorite hot sauce.  I use this on my breakfast...eggs, potatoes and bacon. I use it on my sandwiches and steaks, chicken, pork.  It's even great on mashed potatoes or on pasta salad...It has the BEST FLAVOR and I find myself trying it on more and more dishes and loving it! It can make just about anything taste great!",unknown,AL9734ZYJTRVD,purchase,5,2020-10-27
amazon_shopping,B0042XQL18,Yummy snacks,"These are the best ""healthy"" snacks - I have one package every day.  I can't find them in any of my local stores so when I order, I get a case.",unknown,A1QNBYSJZH7U4T,purchase,5,2021-05-06
amazon_shopping,B0017WFX6G,Sparkling clean dishes,"Add 1/8 c to dishwasher with full load of dishes (sanitize setting)<br />Removes all residue, soap etc. Glasses, dishes and stainless are all sparkiling clean- far imporved over detergent alone.",unknown,ALHSN0SHYDUDS,purchase,5,2023-04-30
amazon_shopping,B00269DHTY,"Tasty, healthy, crunchy breakfast cereal. A fave","We regularly have different Dorset Cereals for breakfast and can thoroughly recommend the brand. They make really top-quality muesli and cereals which achieve the difficult trick of being tasty and nutritious. The levels of added sugars and salt are kept to a minimum; Dorset Cereals tend to get their flavour by including high proportions of fruit, nuts and seeds.<br />(A word of caution, however! This does mean that they contain a reasonable level of fats and sugars, but in natural forms rather ",unknown,ACS7VFTUB0KVJ,purchase,5,2023-08-20
amazon_shopping,B000AQFQC6,The Best Diet Food You Will Ever Find!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"Yes, these noodles are tasteless, but they are the most filling 20 calories you will ever find.<br /><br />Rinse them and add them to other food to make a satisfying meal. This morning I beat one egg in a bowl, added salt and pepper, added one 20 calorie serving of noodles and cooked them in Pam sprayed pan. For 95 calories, I had a filling and satisfying breakfast that kept me from getting hungry for hours.<br /><br />If you are looking for a way to feel full while eating less calories, these n",unknown,A36EBB34JR72OT,purchase,5,2024-03-13
amazon_shopping,B00028D76Y,Excellent coffee,"I made a careless mistake when ordering this coffee.  I really prefer the whole bean coffee, but ordered the ground version by mistake.  The only reason that I didn't give this ground coffee 5 stars is because, in my opinion, the whole bean version makes a fresher better-tasting cup.  This ground version still makes a very smooth, flavorful cup of coffee.  I just think grinding the whole bean is a bit more flavorful.",unknown,AG5NQD2MBG07B,purchase,4,2018-02-09
amazon_shopping,B001BCOZ3E,Great food for a Great Dane,"C&P Organix is a great line of dog food.  I'm not sure how much I agree with some of the other reviews.  For instance, DogFoodAnalysis.com is a FOR PROFIT website - doesn't exactly qualify as non-bias.  Also, the reviewer who said their dog was 'itching' - don't know what that was about.  People are constantly commenting on Crixus' fur and how shiny and beautiful it is - I've fed him Organix since he was 9 weeks old and I would never change to another brand.  Unless a dog is in his/her 'golden y",unknown,A3GW1G1CSEVEAB,purchase,5,2022-10-08
amazon_shopping,B0001VULNO,Excellent!,My local grocery store charges four times what I pay here-when they have it in stock! I bought several varieties of S&W and Gourmet House rices... all good!<br />Even with shipping cost best value is at Amazon.<br />Particular taste of this Long Grain & Wild improves greatly when you tweak your seasonings.<br />Enjoy!,unknown,AXAUY7TF0A8VT,purchase,5,2023-04-13
amazon_shopping,B0041TASY4,I can eat bagels again!,In the low carb world bagels may be the worst of all evils.<br /><br />Thanks to Carb Krunchers I can now enjoy a warm toasty hearty bagel again -- minus the guilt!,unknown,AQWLIOWD9LFU4,purchase,5,2024-09-19
amazon_shopping,B000E65OKQ,A+ Tea,"I really love this tea, it smells great and is really relaxing.  It also has helped relieved some full blown headaches..  I don't drink alot of tea but this one i buy over and over again.",unknown,A5C34BQL2LA58,purchase,5,2022-03-06
amazon_shopping,B0006UFY46,Real Sockeye Salmon,"Yes, most of us, by now, realize that fisherman have almost destroyed the salmon industry by over-fishing.  It is the cold northern Alaskan waters that produce the most desired salmon and it is being depleted to a danger point.  I purchased a case of this Redhead Wild Sockeye and have used it in many ways and my family especially asks for the salmon cakes that are super-good.  I got the recipe from an on-line cooking site. Or you can use a recipe for crab cakes and substitute the sockeye.<br />T",unknown,A1H2NL5WP89W69,purchase,5,2020-12-14
amazon_shopping,B003WAX3H2,More coffee!!,Item arrived promptly and as advertised.  Very pleased.  Used to only drink coffee when I dined out - now I have it every day.,unknown,A3CS6CPCYIHX5D,purchase,5,2021-07-16
amazon_shopping,B003YCHJWS,"Buttery, chrisp cookie","These are so good!!  Great lemon flavor...it is a tangy lemon.  I love these little cookies.  They're not the big cookie, but, just a perfect bite.",unknown,A2C2Q36CSPIRZI,purchase,5,2022-05-04
amazon_shopping,B001EO5JUC,Same great cereal I remembered!,"Over thirty years ago I could buy this in my little small town grocery, but, these past 8-10 years it's been very hard to find.  Kroger had it for a while, but, not in the original cereal that I used years ago.  Amazon is the only place I can get it now.  I just love it because it's not a granola cereal..it's soft and easy to chew.  Not hard and crunchy at all!  I love Alpen!",unknown,A2C2Q36CSPIRZI,purchase,5,2024-11-19
amazon_shopping,B00303EG0Y,Great price,I was getting these for my pitbull mix from Walmart for around $15.  It takes him about 2 days to consume one and I haven't had problems with big pieces choking him like I do with other chews.  I only wish they were sold by the case!,unknown,A11UFAL6F8KPQ8,purchase,5,2020-04-01
amazon_shopping,B0018CJMM6,Smells awful; my dog loves it.,"This is nice dog food. My dog is picky and gets tired of food quickly. Seriously, what kind of dog does that? Nature's Variety is great because we can change the flavor without switching foods and upsetting her digestive system. That being said, she usually gets tired of a flavor toward the end of the 30 pound bag, which lasts her a little over a month. But she never got tired of this flavor.",unknown,A2APGKV51Q7ZG5,purchase,5,2021-08-19
amazon_shopping,B000MRTSB8,Yes. They are good.,"They are very good and the only brand chocolate covered cherry my family will eat.  You eat them like a Reeses.. many ways. Bite off the bottom and sip it out, pop it inside your mouth, let it melt in your mouth, bite the top and suck the cherry out. I bought the 72ct box only once..we ate them too quickly.  The smaller box is available year round at our local P. store, where shopping is a pleasure.",unknown,ANDM6EEI7LO8C,purchase,5,2022-07-12
amazon_shopping,B008EE64FO,Too Costly....,"This a best product, we all love SHAN's Masala Mix(especially Biryani Mix). But here it looks so costly, we buy this for $0.99 each from local Indian Store....",unknown,A117BJSC3PPTB3,purchase,5,2019-11-28
amazon_shopping,B008EE64AO,Too Costly....,"This a best product, we all love SHAN's Masala Mix(especially Biryani Mix). But here it looks so costly, we buy this for $0.99 each from local Indian Store....",unknown,A117BJSC3PPTB3,purchase,5,2019-06-27
amazon_shopping,B003G1ZRTY,Good with right topping,"If you need more fiber in your diet I recommend these. They are NOT good by themselves and are quite dry. With that being said I follow a fairly strict (no fun/boring) diet and find these help me with fiber and to satisfy my need for crunch. This will likely sound gross to many but my favorite way to eat them is drizzled with sugar free pancake syrup, a little cinnamon and topped with a big pile of cottage cheese - LOVE this! I also spread peanut butter on top or  a laughing cow blue cheese tria",unknown,A1EDFDENB6HK9T,purchase,4,2021-12-11
amazon_shopping,B002DHSECY,For the Cinnamon-Lover,"There is a whole lot of cinnamon in this cereal (i.e. a lot of cinnamon left in the milk dregs), and I love it! I think it tastes like gingerbread, but I could be wrong. There is no ginger, but it reminds me of some kind of Christmas cookie in America. I have not purchased this cereal from Amazon so I can't talk about Amazon's quality or packaging/shipping, but the cereal itself is very good. It's the regular Heart-to-Heart cereal, but with an upgrade of sorts.",unknown,A2R3A8PG9I6KKS,purchase,5,2024-01-24
amazon_shopping,B001EQ5KI6,Good Cereal,"The product itself is very good. It's lightly sweet and very tasty with the cinnamon. It's a little high in calories (1 cup=230 calories) but it keeps you full for many hours. The only problem I had was with Amazon not the product. If you live in an apartment complex and aren't home all the time, the delivery will not always be left for you if you don't have a mail service in the complex itself. This is delivered by USPS, and not having a car, it makes redelivery take longer to get the product t",unknown,A2R3A8PG9I6KKS,purchase,4,2023-11-16
amazon_shopping,B000G7X0MW,Good but Pricey,"I bought this a few weeks ago and really like this product. This is my first time buying this product, and I find that it easy to cook (in a rice cooker!) and has a really nice chewy texture. The flavor is nutty and good too. If you like brown rice and/or wild rice, I think you will like this. The only downside for me is the price. I can buy a 20 lb (yes, that's right) bag of good white rice at an Asian market for $15.",unknown,A2R3A8PG9I6KKS,purchase,4,2019-08-29
amazon_shopping,B000XE7S7Q,My Pug Max loves these.,I adopted my dog a couple months ago and had no idea what he would like so i bought a few treats and he loves these. He will be handed one and fling it in the air and catch it and chase it. He is beyond just happy when i hand him one of these treats.,unknown,A1ES8JFO9I1WOO,purchase,5,2019-01-27
amazon_shopping,B0023QB13Y,Close to expresso,This coffee closely resembles the taste of expresso and is soooo much easier to make in my Keurig B60 machine.,unknown,A3TLOELUG2RN3J,purchase,5,2024-07-10
amazon_shopping,B000GB0UGC,You get what you pay for - Quality worth every penny spent,"This product is everything you would expect, and then some. The shipping was fast. The Matcha is sent in a resealable, heavy-duty FOILED plastic bag, EXCELLENT quality. I recommend using a small tin for everyday use, taking no more than an ounce or two from the larger bag, to preserve the flavor and freshness.<br /><br />The taste is WONDERFUL. Very fresh, very green, very subtle, yet intense.<br />I purchased this product after Starbucks raised their prices (again!), because I had become a froz",unknown,A1DRVNY1LSND6J,purchase,5,2024-12-25
amazon_shopping,B000GB3NS4,You get what you pay for - Quality worth every penny spent,"This product is everything you would expect, and then some. The shipping was fast. The Matcha is sent in a resealable, heavy-duty FOILED plastic bag, EXCELLENT quality. I recommend using a small tin for everyday use, taking no more than an ounce or two from the larger bag, to preserve the flavor and freshness.<br /><br />The taste is WONDERFUL. Very fresh, very green, very subtle, yet intense.<br />I purchased this product after Starbucks raised their prices (again!), because I had become a froz",unknown,A1DRVNY1LSND6J,purchase,5,2022-04-26
amazon_shopping,B000GB7RV8,You get what you pay for - Quality worth every penny spent,"This product is everything you would expect, and then some. The shipping was fast. The Matcha is sent in a resealable, heavy-duty FOILED plastic bag, EXCELLENT quality. I recommend using a small tin for everyday use, taking no more than an ounce or two from the larger bag, to preserve the flavor and freshness.<br /><br />The taste is WONDERFUL. Very fresh, very green, very subtle, yet intense.<br />I purchased this product after Starbucks raised their prices (again!), because I had become a froz",unknown,A1DRVNY1LSND6J,purchase,5,2021-06-27
amazon_shopping,B000GB0TMW,You get what you pay for - Quality worth every penny spent,"This product is everything you would expect, and then some. The shipping was fast. The Matcha is sent in a resealable, heavy-duty FOILED plastic bag, EXCELLENT quality. I recommend using a small tin for everyday use, taking no more than an ounce or two from the larger bag, to preserve the flavor and freshness.<br /><br />The taste is WONDERFUL. Very fresh, very green, very subtle, yet intense.<br />I purchased this product after Starbucks raised their prices (again!), because I had become a froz",unknown,A1DRVNY1LSND6J,purchase,5,2020-02-17
amazon_shopping,B001VNL00O,Frontier chili peppers,"Frontier chili peppers, ground, was purchased by me for a family member that uses them in her ""raw vegan"" recipes to add a smoky flavor to whatever she is making, including a raw vegan ""cheese"" that apparently is very good!",unknown,A18SI4VQ1RAN4Q,purchase,4,2023-01-14
amazon_shopping,B002OK2FCA,YUM!!!!,"With 48 known toxins in the USA peanut crop this is a must have product. Perfect for lunchboxes and travels very well.<br />Besides that, it is YUMMY. Try it in your recipes calling for peanut butter and do your body a favor.<br /><br />(Also, made in a peanut free facility.)",unknown,AJ6XNUHBERH3Z,purchase,5,2023-12-06
amazon_shopping,B0008JEYOQ,Delicious tasty treats in delightful tin! SUPERB!!,"Fantastic! Ordered these as a surprise treat for my mom's birthday along with the Galettes With Salted Butter Caramel French Butter Cookies 2 pack, and she just loved everything about them, commented about the excellent quality and charming tin. Along with a separate ordered item of Tazo fancy teas sampler, and with everything gift wrapped individually, it truly made a perfect gift to brighten up a drizzly rainy day! Thanks so much for offering these, what a find! Would order again in a heartbea",unknown,A310NAWAGZETY1,purchase,5,2023-05-01
amazon_shopping,B000AQ5CV6,yum.,tastes great and you don't have to use a whole lot to get the flavor. i'd buy this product again.,unknown,ABIUVRQ0DVF49,purchase,5,2024-11-06
amazon_shopping,B0018KLPFK,...,"i love these bars. i've tried all the flavors and they're all pretty darned great. i eat them more for a snack than a meal because they aren't as filling as i'd like, but they're great for a snack or sugar craving.",unknown,ABIUVRQ0DVF49,purchase,5,2019-10-04
amazon_shopping,B004GW6O9E,...,"i love these bars. i've tried all the flavors and they're all pretty darned great. i eat them more for a snack than a meal because they aren't as filling as i'd like, but they're great for a snack or sugar craving.",unknown,ABIUVRQ0DVF49,purchase,5,2022-01-29
amazon_shopping,B000ENUC3S,...,"i love these bars. i've tried all the flavors and they're all pretty darned great. i eat them more for a snack than a meal because they aren't as filling as i'd like, but they're great for a snack or sugar craving.",unknown,ABIUVRQ0DVF49,purchase,5,2019-02-06
amazon_shopping,B000CQ6KUG,...,"always a fast, easy and great meal. i love this product, it tastes like velveeta shells and cheese, only you know it's better for you and better for the enviroment. nothing bad to say. oh, heads up, the wheat version is pretty nasty.",unknown,ABIUVRQ0DVF49,purchase,5,2024-11-15
amazon_shopping,B000E63LOM,great price for a product hard to find in stores,bought this tea online because my local stores stopped carrying it.  Great price - cheaper than I used to buy it.  Love it.,unknown,A24EVDFM4M8AQ8,purchase,5,2021-11-01
amazon_shopping,B000FBMFDO,Works perfectly,Gophers ate up half my garden.  I bought this thing and WHAMMO!  I set it in the afternoon and the next morning my nemesis was in gopher heaven except I am pretty sure gophers don't go to heaven but to the other place.,unknown,A115ZJLOW2V2H9,purchase,5,2024-05-20
amazon_shopping,B004ZWK1FI,good choice,"I bought the goat milk powder for my parents and myself,it is good for health. the quality and taste is fine. I will buy it again.",unknown,AL4B2WWGO0E1H,purchase,5,2022-06-04
